CanonicalModelId,Brand,Model,CurrentPublicFamily,ProposedPublicFamily,PrimaryCategory,SecondaryCategories,ManufacturerIntent,DNAEvidence,WaveIntent,Rocker,Rails,Outline,PerformanceScore,ForgivenessScore,WeakWaveScore,PowerfulWaveScore,Changed,ChangeReason,Confidence,ReviewRequired
7738,Channel Islands,mavs-gun,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"""This is the best gun I've ever ridden,"" explains iconic big-wave surfer Peter Mel, who rode what many are saying is the best paddle wave ever at Mavericks. ""It's not only the fastest gun I've ever had, it is the most user friendly."" The Mavs Gun was designed between Peter Mel and Britt Merrick to do what any good big-","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7739,Channel Islands,mikey-february-shorty,performance_shortboard,performance_shortboard,performance_shortboard,,"> Mikey February's Shorty marks a return to his high-performance shortboarding roots. From his early amateur days in South Africa to his time on the WSL Championship Tour, Mikey's foundation has always been precision surfing. Developed with Britt Merrick, this model carries his signature Swirl Hex and has become a g","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.0,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7740,Channel Islands,neckbeard-2,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"When something isn't broke, there's no need to fix it. That said, Britt Merrick and Dane Reynolds still felt a few slight refinements would make an already epic board that much better. And it did: The merits to this update can be seen in Dane's new surf film ""The Electric Acid Surfboard Test."" A big fan of single conca","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7741,Channel Islands,og-flyer,daily_driver,daily_driver,hybrid_shortboard,"daily_driver,performance_shortboard","Our all-time most popular design is The Flyer. In 1999 Al was searching for a solution to team riders' dilemma of needing more speed and flow in lesser waves while maintaining high performance, world tour level surfing. The answer was a board that departed from the then overly narrow designs and set the stage for the","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.5,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7743,Channel Islands,rocket-wide,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Rocket Wide has been one of our most versatile and popular boards and this new version brings a whole new flair to its qualities. ""Adding the squash tail to the Rocket Wide has given me a whole new perspective on the design. Ultimately what I love most about the Rocket Wide is how much speed it carries through a ri","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7744,Channel Islands,rook-15,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"First seen on the WCT tour in 2010, the Rookie has been rediscovered by our entire CT team this year; Seabass, Kelly, Adriano, Lakey, Bianca, Sage and Kai all have won heats on the new Rookie 15. Ridden shorter and wider than the original, the Rook 15 is the ultimate contest workhorse. Single concave throughout, the R","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7745,Channel Islands,sampler,daily_driver,daily_driver,performance_fish,,Take your good wave game to conditions that are not. The Sampler was developed with Dane Reynolds to be that step-down board you ride a little shorter and wider in smaller or weaker surf while not sacrificing performance. It fits in your quiver between something fishy like a High 5 or Pod Mod and your normal shortboard,"method=manufacturer_inference; style=fast,drivey,responsive,forgiving,stable; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":7,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":8}",entry=medium_low;tail=medium,refined,balanced,7.25,8,8,6,False,"The Sampler is a hybrid shortboard intended for versatile everyday performance, not a fish.",medium,False
7746,Channel Islands,semi-pro-12,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Originally released in 2012, the Semi-Pro 12 incorporates a wider forward (nose) outline and the wide point just a little behind center. The main purpose of this design change (relative to other performance boards) was to allow for more forward volume which translates to easier paddling and wave catching while still a","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7749,Channel Islands,the-new-flyer,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"In 1999, Al Merrick designed the Flyer, revolutionizing high performance surfing in small waves. For 2013 Channel Islands has modernized the Flyer into a shorter and wider package. This new plan-shape allows for the same volume in a shorter rail line. We kept the forgiving 2-stage rocker and added spiral vee starting i","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.75,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7750,Channel Islands,the-peregrine,performance_shortboard,performance_shortboard,performance_shortboard,step_up,"Named after the fast and powerful falcon that tends to breed on coastal cliffs. This new model connects with the board's design for fast, powerful surfing and reflects Dane and Courtney's interest in falconry. Four-channels fuel this all around high performance shortboard suitable for all wave types. Designed for maxim","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":7,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.75,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7751,Channel Islands,the-proton,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Voted the 2009 board of the year by SIMA, The Proton is a result of Dane's design work in late 2007. Still Dane's go-to board in good pockety surf, the Proton is the choice for advanced surfers everywhere. Original and truly unique from any other board in our line, this board has continuous rocker throughout. The botto","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7752,Channel Islands,the-solution,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The struggle of lackluster surf is real. So, Channel Islands created The Solution. Blending glide, paddle power, and versatility, The Solution is Britt Merrick's most adaptable small-wave template yet. A fuller outline with a rounded tail increases planing area and drive through flat sections, while a single-to-generou","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7755,Channel Islands,twin-fin,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Twin Fin has a retro 70's feel, with updated performance qualities. It was originally designed and hand shaped by Britt Merrick when asked to compete in a surf contest where shapers ride retro boards they have created themselves. Inspired by a twin fin that his father Al had shaped for himself in the late 70's, and","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7756,Channel Islands,twin-pin,fish,performance_shortboard,performance_twin,twin_pin,"This sexy, versatile twin-finned pintail is a collaboration between Britt Merrick and one of the world's most stylish surfers, Mikey February. The two wanted to create a board that had all the fun twin feels but enough hold and projection to free you from ever wishing for a third fin or trailer. Designed as an all-roun","method=manufacturer_inference; style=fast,technical,alternative_performance; roles=performance,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,refined,narrow,7.5,5,6,7,True,Deterministic mapping from governed primary category performance_twin.,medium,False
